DateTime,KWH/D
2012-03-27,1.333
2012-03-28,5.361
2012-03-29,6.739
2012-03-30,8.100999999999999
2012-03-31,5.685
2012-04-01,12.992
2012-04-02,6.735
2012-04-03,6.745
2012-04-04,5.125
2012-04-05,5.364
2012-04-06,7.84
2012-04-07,5.081
2012-04-08,13.959
2012-04-09,7.823
2012-04-10,6.221
2012-04-11,4.022
2012-04-12,7.387
2012-04-13,5.273
2012-04-14,10.566
2012-04-15,9.983
2012-04-16,10.6270001
2012-04-17,9.7529999
2012-04-18,5.656
2012-04-19,9.522
2012-04-20,6.549
2012-04-21,8.177
2012-04-22,8.336
2012-04-23,8.628
2012-04-24,8.741999999999999
2012-04-25,10.524
2012-04-26,9.83
2012-04-27,6.782
2012-04-28,7.188
2012-04-29,9.9170001
2012-04-30,6.479
2012-05-01,6.5729999999999995
2012-05-02,4.724
2012-05-03,7.087
2012-05-04,4.968
2012-05-05,10.991
2012-05-06,7.3500000000000005
2012-05-07,6.241
2012-05-08,3.6350000000000002
2012-05-09,6.261
2012-05-10,6.9719999999999995
2012-05-11,7.273
2012-05-12,7.545
2012-05-13,8.857
2012-05-14,7.1209999999999996
2012-05-15,5.1770000000000005
2012-05-16,7.001
2012-05-17,7.517
2012-05-18,5.755
2012-05-19,1.821
2012-05-20,4.401
2012-05-21,8.323
2012-05-22,6.216
2012-05-23,3.689
2012-05-24,4.913
2012-05-25,5.141
2012-05-26,3.2199999999999998
2012-05-27,1.834
2012-05-28,2.831
2012-05-29,2.538
2012-05-30,4.048
2012-05-31,4.509
2012-06-01,5.008
2012-06-02,14.862
2012-06-03,7.938
2012-06-04,4.905
2012-06-05,7.514
2012-06-06,8.618
2012-06-07,4.173
2012-06-08,2.199
2012-06-09,1.878
2012-06-10,3.444
2012-06-11,7.915
2012-06-12,4.53
2012-06-13,6.608
2012-06-14,4.046
2012-06-15,4.266
2012-06-16,8.632
2012-06-17,9.217
2012-06-18,3.948
2012-06-19,5.913
2012-06-20,2.452
2012-06-21,6.309
2012-06-22,4.325
2012-06-23,3.2479999999999998
2012-06-24,6.522
2012-06-25,5.168
2012-06-26,4.2540000000000004
2012-06-27,3.432
2012-06-28,5.497
2012-06-29,6.049
2012-06-30,1.809
2012-07-01,2.349
2012-07-02,6.81
2012-07-03,5.976
2012-07-04,3.613
2012-07-05,6.843999999999999
2012-07-06,6.114
2012-07-07,7.383
2012-07-08,6.192
2012-07-09,3.13
2012-07-10,5.011
2012-07-11,6.631
2012-07-12,3.6
2012-07-13,5.917
2012-07-14,3.122
2012-07-15,4.9030000000000005
2012-07-16,2.339
2012-07-17,3.185
2012-07-18,5.692
2012-07-19,4.649
2012-07-20,5.242
2012-07-21,2.834
2012-07-22,4.028
2012-07-23,4.8239999000000005
2012-07-24,3.598
2012-07-25,2.804
2012-07-26,4.9959999999999996
2012-07-27,2.897
2012-07-28,7.531
2012-07-29,6.744
2012-07-30,2.564
2012-07-31,5.095
2012-08-01,6.561
2012-08-02,3.527
2012-08-03,4.229
2012-08-04,3.43
2012-08-05,4.778
2012-08-06,5.656
2012-08-07,3.379
2012-08-08,5.461
2012-08-09,4.765
2012-08-10,4.851
2012-08-11,4.922
2012-08-12,4.545
2012-08-13,4.441
2012-08-14,5.4510000000000005
2012-08-15,4.951
2012-08-16,6.807
2012-08-17,4.411
2012-08-18,6.659
2012-08-19,5.644
2012-08-20,3.887
2012-08-21,5.228
2012-08-22,3.396
2012-08-23,5.9639999999999995
2012-08-24,7.197
2012-08-25,6.454
2012-08-26,4.522
2012-08-27,4.29
2012-08-28,6.27
2012-08-29,7.295
2012-08-30,7.975
2012-08-31,3.5300000000000002
2012-09-01,1.888
2012-09-02,9.26
2012-09-03,7.784
2012-09-04,5.817
2012-09-05,4.922
2012-09-06,5.681
2012-09-07,7.657
2012-09-08,6.519
2012-09-09,5.984
2012-09-10,7.277
2012-09-11,9.3700001
2012-09-12,5.469
2012-09-13,5.768
2012-09-14,3.563
2012-09-15,7.058
2012-09-16,7.953
2012-09-17,7.251
2012-09-18,5.598
2012-09-19,7.8580000000000005
2012-09-20,9.382
2012-09-21,9.922
2012-09-22,6.752
2012-09-23,6.788
2012-09-24,7.492
2012-09-25,5.5520000000000005
2012-09-26,5.81
2012-09-27,9.17
2012-09-28,9.788
2012-09-29,8.799
2012-09-30,6.567
2012-10-01,8.216
2012-10-02,7.498
2012-10-03,5.361
2012-10-04,6.373
2012-10-05,5.962
2012-10-06,8.052999999999999
2012-10-07,3.872
2012-10-08,2.265
2012-10-09,2.238
2012-10-10,4.264
2012-10-11,7.5200000000000005
2012-10-12,9.538
2012-10-13,10.27
2012-10-14,8.048
2012-10-15,6.886
2012-10-16,8.805
2012-10-17,6.299
2012-10-18,8.959
2012-10-19,9.099
2012-10-20,12.003
2012-10-21,11.729
2012-10-22,6.216
2012-10-23,10.186
2012-10-24,8.311
2012-10-25,7.507
2012-10-26,9.897
2012-10-27,11.856
2012-10-28,13.028
2012-10-29,10.4309999
2012-10-30,7.96
2012-10-31,7.583
2012-11-01,10.474
2012-11-02,10.863
2012-11-03,8.212
2012-11-04,11.944
2012-11-05,9.921
2012-11-06,12.763
2012-11-07,5.867
2012-11-08,7.958
2012-11-09,6.7170000000000005
2012-11-10,10.618
2012-11-11,11.7270001
2012-11-12,10.431000000000001
2012-11-13,6.816
2012-11-14,6.043
2012-11-15,8.851
2012-11-16,12.958
2012-11-17,12.398
2012-11-18,12.221
2012-11-19,9.181000000000001
2012-11-20,9.2220001
2012-11-21,7.062
2012-11-22,8.254
2012-11-23,9.017
2012-11-24,5.601
2012-11-25,13.665000000000001
2012-11-26,8.637
2012-11-27,5.851
2012-11-28,6.079
2012-11-29,9.422
2012-11-30,10.562
2012-12-01,9.378
2012-12-02,10.095
2012-12-03,9.602
2012-12-04,14.807
2012-12-05,16.9689999
2012-12-06,17.865
2012-12-07,13.1360001
2012-12-08,16.018
2012-12-09,11.286999999999999
2012-12-10,9.099
2012-12-11,8.565
2012-12-12,7.428
2012-12-13,9.652
2012-12-14,14.972
2012-12-15,12.092
2012-12-16,14.814
2012-12-17,11.645
2012-12-18,10.59
2012-12-19,9.418
2012-12-20,6.1690000000000005
2012-12-21,9.667
2012-12-22,15.46
2012-12-23,13.58
2012-12-24,15.115
2012-12-25,11.221
2012-12-26,8.151
2012-12-27,14.137
2012-12-28,10.287
2012-12-29,2.246
2012-12-30,7.681
2012-12-31,15.675
2013-01-01,9.854
2013-01-02,12.8639999
2013-01-03,9.795
2013-01-04,9.516
2013-01-05,12.128
2013-01-06,16.9589999
2013-01-07,8.464
2013-01-08,7.5440000000000005
2013-01-09,7.526
2013-01-10,12.404
2013-01-11,10.994
2013-01-12,11.788
2013-01-13,8.882
2013-01-14,8.206999999999999
2013-01-15,14.446
2013-01-16,13.2440001
2013-01-17,17.621
2013-01-18,16.7409999
2013-01-19,22.2739999
2013-01-20,13.044
2013-01-21,17.7109999
2013-01-22,17.5939999
2013-01-23,17.363
2013-01-24,15.584999999999999
2013-01-25,21.236000100000002
2013-01-26,9.222
2013-01-27,17.368
2013-01-28,17.875
2013-01-29,11.899
2013-01-30,8.581
2013-01-31,16.278
2013-02-01,8.438
2013-02-02,18.929
2013-02-03,17.2069999
2013-02-04,8.423
2013-02-05,16.195
2013-02-06,9.811
2013-02-07,16.9180001
2013-02-08,10.554000199999999
2013-02-09,22.076
2013-02-10,13.561
2013-02-11,14.608
2013-02-12,21.4470001
2013-02-13,16.72
2013-02-14,10.709
2013-02-15,16.486000100000002
2013-02-16,13.523
2013-02-17,16.17
2013-02-18,10.997
2013-02-19,16.85
2013-02-20,14.411
2013-02-21,15.783
2013-02-22,10.620000000000001
2013-02-23,2.7720000000000002
2013-02-24,13.189
2013-02-25,16.924
2013-02-26,17.0049999
2013-02-27,18.293
2013-02-28,15.413
2013-03-01,11.447000000000001
2013-03-02,5.542
2013-03-03,3.841
2013-03-04,14.869
2013-03-05,14.105
2013-03-06,9.9
2013-03-07,10.372000100000001
2013-03-08,11.968
2013-03-09,11.415000000000001
2013-03-10,10.483
2013-03-11,13.089
2013-03-12,12.866999999999999
2013-03-13,11.898
2013-03-14,12.816
2013-03-15,11.535
2013-03-16,12.425
2013-03-17,11.202
2013-03-18,7.9430000000000005
2013-03-19,11.932
2013-03-20,17.742
2013-03-21,14.393
2013-03-22,13.778
2013-03-23,11.864
2013-03-24,11.32
2013-03-25,10.348
2013-03-26,20.113
2013-03-27,8.6309999
2013-03-28,17.7499999
2013-03-29,13.798
2013-03-30,13.172
2013-03-31,10.541
2013-04-01,14.4399998
2013-04-02,15.843
2013-04-03,13.846
2013-04-04,14.6429999
2013-04-05,11.6509999
2013-04-06,9.638
2013-04-07,11.393
2013-04-08,7.7459999999999996
2013-04-09,5.214
2013-04-10,4.703
2013-04-11,11.312
2013-04-12,8.48
2013-04-13,13.721
2013-04-14,9.025
2013-04-15,7.939
2013-04-16,7.492
2013-04-17,6.286
2013-04-18,6.52
2013-04-19,10.695
2013-04-20,8.385
2013-04-21,7.471
2013-04-22,6.384
2013-04-23,5.195
2013-04-24,5.705
2013-04-25,7.024
2013-04-26,8.629
2013-04-27,7.971
2013-04-28,7.096
2013-04-29,4.987
2013-04-30,6.4399999999999995
2013-05-01,8.886
2013-05-02,7.782
2013-05-03,7.7989999999999995
2013-05-04,12.657
2013-05-05,4.824
2013-05-06,5.722
2013-05-07,7.757
2013-05-08,9.372
2013-05-09,8.278
2013-05-10,8.58
2013-05-11,2.533
2013-05-12,9.959
2013-05-13,7.943
2013-05-14,9.326
2013-05-15,10.108
2013-05-16,12.291
2013-05-17,11.782
2013-05-18,8.67
2013-05-19,6.31
2013-05-20,9.538
2013-05-21,8.874
2013-05-22,6.6819999999999995
2013-05-23,12.9929999
2013-05-24,9.977
2013-05-25,4.505
2013-05-26,5.305
2013-05-27,5.953
2013-05-28,9.849
2013-05-29,9.857
2013-05-30,8.018
2013-05-31,7.229
2013-06-01,6.059
2013-06-02,12.2429999
2013-06-03,6.519
2013-06-04,5.216
2013-06-05,6.054
2013-06-06,6.211
2013-06-07,7.721
2013-06-08,4.461
2013-06-09,6.495
2013-06-10,8.549
2013-06-11,6.377
2013-06-12,4.987
2013-06-13,9.768
2013-06-14,10.3810001
2013-06-15,12.241
2013-06-16,8.909
2013-06-17,5.963
2013-06-18,6.081
2013-06-19,10.346
2013-06-20,10.516
2013-06-21,7.031
2013-06-22,6.352
2013-06-23,12.359
2013-06-24,7.3389999999999995
2013-06-25,6.795
2013-06-26,4.976
2013-06-27,5.23
2013-06-28,9.877
2013-06-29,10.343
2013-06-30,5.548
2013-07-01,6.5
2013-07-02,6.162
2013-07-03,5.454
2013-07-04,4.675
2013-07-05,8.709
2013-07-06,5.2700000000000005
2013-07-07,6.305
2013-07-08,9.133000000000001
2013-07-09,7.596
2013-07-10,7.414000000000001
2013-07-11,5.787
2013-07-12,5.814
2013-07-13,3.945
2013-07-14,2.141
2013-07-15,2.225
2013-07-16,2.247
2013-07-17,2.825
2013-07-18,2.602
2013-07-19,5.111
2013-07-20,6.768
2013-07-21,5.836
2013-07-22,5.201
2013-07-23,6.455
2013-07-24,5.819
2013-07-25,8.791
2013-07-26,6.566
2013-07-27,7.3229999999999995
2013-07-28,10.131
2013-07-29,5.952
2013-07-30,5.821
2013-07-31,10.673
2013-08-01,8.126
2013-08-02,8.346
2013-08-03,6.453
2013-08-04,6.846
2013-08-05,6.771
2013-08-06,5.88
2013-08-07,8.738
2013-08-08,6.833
2013-08-09,6.326
2013-08-10,5.62
2013-08-11,5.393
2013-08-12,8.779
2013-08-13,9.291
2013-08-14,6.854
2013-08-15,6.763
2013-08-16,11.161
2013-08-17,10.706
2013-08-18,6.231
2013-08-19,6.642
2013-08-20,10.5830001
2013-08-21,5.339
2013-08-22,11.086
2013-08-23,5.925
2013-08-24,11.472
2013-08-25,13.33
2013-08-26,9.369
2013-08-27,7.721
2013-08-28,9.57
2013-08-29,10.392
2013-08-30,4.962
2013-08-31,5.031
2013-09-01,10.742999900000001
2013-09-02,9.706
2013-09-03,8.226
2013-09-04,5.406
2013-09-05,7.635
2013-09-06,10.236
2013-09-07,9.559
2013-09-08,6.925
2013-09-09,9.016
2013-09-10,8.334
2013-09-11,7.801
2013-09-12,12.148
2013-09-13,12.701
2013-09-14,9.899000000000001
2013-09-15,10.503
2013-09-16,9.182
2013-09-17,9.685
2013-09-18,16.046
2013-09-19,14.179
2013-09-20,8.377
2013-09-21,8.912
2013-09-22,9.3470001
2013-09-23,9.577
2013-09-24,10.578
2013-09-25,11.346
2013-09-26,8.392
2013-09-27,10.758000000000001
2013-09-28,6.09
2013-09-29,5.431
2013-09-30,9.039
2013-10-01,10.761
2013-10-02,9.864
2013-10-03,9.255
2013-10-04,8.529
2013-10-05,11.5260001
2013-10-06,11.976
2013-10-07,6.886
2013-10-08,9.886
2013-10-09,7.757
2013-10-10,8.836
2013-10-11,12.711
2013-10-12,9.731
2013-10-13,14.6929999
2013-10-14,13.506
2013-10-15,11.904
2013-10-16,11.896
2013-10-17,10.557
2013-10-18,8.107
2013-10-19,12.705
2013-10-20,9.045
2013-10-21,9.486
2013-10-22,10.3910001
2013-10-23,8.107
2013-10-24,7.677
2013-10-25,9.8340001
2013-10-26,9.852
2013-10-27,12.869
2013-10-28,8.169
2013-10-29,10.043
2013-10-30,7.979
2013-10-31,14.554
2013-11-01,10.8680001
2013-11-02,10.365
2013-11-03,12.576
2013-11-04,15.386000000000001
2013-11-05,8.813
2013-11-06,11.149
2013-11-07,8.3
2013-11-08,8.100999999999999
2013-11-09,17.372
2013-11-10,14.322000000000001
2013-11-11,9.073
2013-11-12,10.988
2013-11-13,12.34
2013-11-14,9.961
2013-11-15,4.804
2013-11-16,6.418
2013-11-17,9.693
2013-11-18,12.026
2013-11-19,9.923
2013-11-20,9.878
2013-11-21,10.696
2013-11-22,7.34
2013-11-23,7.358
2013-11-24,4.752
2013-11-25,7.837
2013-11-26,6.785
2013-11-27,6.7439999
2013-11-28,7.885
2013-11-29,10.083
2013-11-30,8.713
2013-12-01,6.89
2013-12-02,15.864
2013-12-03,15.293
2013-12-04,16.442
2013-12-05,15.126
2013-12-06,16.2509999
2013-12-07,13.716
2013-12-08,21.468
2013-12-09,12.104
2013-12-10,12.891
2013-12-11,18.224
2013-12-12,16.498
2013-12-13,14.838
2013-12-14,13.746
2013-12-15,12.199
2013-12-16,13.65
2013-12-17,13.881
2013-12-18,13.738
2013-12-19,18.2760001
2013-12-20,16.605
2013-12-21,15.647
2013-12-22,20.177
2013-12-23,17.915
2013-12-24,42.938999700000004
2013-12-25,84.1519998
2013-12-26,18.1450001
2013-12-27,29.5119999
2013-12-28,27.8739998
2013-12-29,22.6989999
2013-12-30,40.341999799999996
2013-12-31,65.1970003
2014-01-01,53.0759997
2014-01-02,54.8209998
2014-01-03,28.6920001
2014-01-04,35.0840003
2014-01-05,48.828
2014-01-06,39.5630002
2014-01-07,41.7209998
2014-01-08,29.1500003
2014-01-09,35.4029998
2014-01-10,34.1949999
2014-01-11,17.4029999
2014-01-12,12.314
2014-01-13,19.2479999
2014-01-14,18.596
2014-01-15,15.092
2014-01-16,19.315
2014-01-17,16.0399999
2014-01-18,12.315
2014-01-19,13.7279999
2014-01-20,18.65
2014-01-21,20.866
2014-01-22,14.158
2014-01-23,13.406
2014-01-24,14.389
2014-01-25,12.696
2014-01-26,14.0829999
2014-01-27,23.0570001
2014-01-28,12.187
2014-01-29,15.755
2014-01-30,14.373
2014-01-31,17.616
2014-02-01,16.467
